hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,voltage_V,current_A,condition_encoded
18,337,127.3,27.68,32.38,78.58,2.206,29.378,3.3244,4
17,8,178.89,30.19,35.97,63.52,0.776,30.037,5.1489,4
23,10,0.0,20.11,19.59,97.87,3.458,29.511,0.0,4
5,252,21.06,21.03,21.82,88.42,2.297,29.475,0.9331,2
6,104,204.67,22.32,26.85,77.94,0.827,4.488,8.2589,1
7,52,212.52,25.35,32.47,67.17,4.601,29.865,5.3123,4
16,319,313.12,30.63,40.28,56.74,0.969,29.878,7.1923,4
0,177,0.0,15.54,15.26,93.32,2.063,5.197,0.0,1
23,38,0.0,21.35,21.33,99.71,3.829,28.148,0.1387,0
9,114,613.91,27.08,47.45,45.8,0.398,29.971,14.9378,4
3,339,3.19,22.51,22.5,96.24,4.636,28.535,0.1978,2
12,79,800.51,31.21,55.6,33.96,2.922,30.121,15.0,2
11,175,1003.47,23.33,54.34,35.2,4.581,28.789,15.0,2
19,305,0.0,27.08,25.8,87.28,2.138,29.441,0.2408,0
12,117,948.38,24.99,55.71,28.6,0.91,29.908,15.0,2
3,82,17.6,22.15,22.29,92.61,2.343,29.625,0.1257,2
0,76,55.7,18.02,19.04,97.16,0.308,18.2,0.9704,3
2,251,14.84,17.06,17.1,100.0,0.991,29.752,0.1326,2
9,193,707.11,24.26,45.14,43.37,2.039,30.022,15.0,2
23,104,0.0,15.57,15.03,91.76,1.536,28.682,0.0204,0
4,215,1.06,17.51,17.59,92.59,2.867,29.342,0.0167,0
10,346,433.39,35.81,50.65,47.02,1.504,29.86,15.0,2
19,310,0.0,27.91,27.94,84.41,2.483,27.044,0.0375,2
1,1,14.0,23.86,23.16,96.12,4.247,29.27,0.6849,2
18,239,224.96,21.62,27.55,78.71,1.944,27.294,9.4736,0
12,71,733.77,30.95,53.61,30.63,0.432,17.351,15.0,3
18,96,180.08,20.62,26.88,77.87,4.948,17.443,7.0479,3
8,263,391.89,27.82,41.07,57.11,2.227,29.847,15.0,2
22,265,0.0,22.13,22.6,93.84,0.13,30.108,0.8379,0
18,29,147.93,26.68,31.59,75.61,3.58,19.923,5.3705,3
16,58,333.81,27.88,36.79,60.57,0.976,28.31,15.0,2
5,173,12.1,17.19,18.16,85.65,4.758,30.699,0.652,4
15,10,346.07,30.02,40.86,55.43,3.52,20.625,11.3294,3
15,303,426.59,29.75,42.34,47.99,0.559,28.633,15.0,2
6,160,260.31,17.02,25.21,77.85,1.587,31.317,14.8826,2
5,154,0.0,17.07,18.24,81.7,2.627,28.505,0.2684,2
6,331,126.77,26.16,30.41,78.87,2.253,29.003,5.0392,0
18,120,204.64,20.8,27.59,77.64,0.984,28.951,12.8837,2
21,184,0.0,16.35,14.77,95.75,2.511,28.247,0.0,0
23,112,0.0,13.27,13.31,94.22,3.955,29.74,0.0717,2
17,343,212.16,28.02,33.75,67.21,1.286,30.461,11.7762,2
15,211,685.4,24.38,46.07,44.51,0.895,15.227,15.0,3
1,15,5.78,23.04,21.96,89.94,4.633,31.22,0.0117,4
3,6,8.58,23.35,23.03,91.83,3.002,4.713,0.0,1
5,170,36.59,15.27,16.89,85.17,0.967,29.027,1.0935,4
17,211,360.92,19.81,30.71,63.09,2.226,29.356,9.9219,4
23,141,6.61,13.98,14.8,92.93,0.939,27.939,0.0,2
4,222,6.23,18.17,18.43,98.96,7.217,3.731,0.5563,1
17,134,372.8,23.66,34.81,65.2,2.102,18.186,14.7948,3
5,295,20.95,28.13,28.47,92.12,1.617,30.278,1.2656,2
13,221,920.04,27.31,56.68,31.89,1.905,31.116,15.0,2
2,264,0.64,17.96,18.58,93.2,3.508,28.463,0.1429,0
16,155,539.61,20.02,37.19,54.81,2.628,30.451,13.0467,4
14,101,748.68,24.13,48.16,36.14,3.364,30.219,15.0,0
6,274,148.24,24.21,27.86,82.65,1.558,28.214,9.426,2
7,244,291.97,24.35,33.15,68.26,0.827,29.079,11.5885,0
19,178,0.0,16.19,17.08,93.12,2.104,26.44,1.6273,2
7,29,199.63,27.65,33.45,68.12,1.581,30.001,11.8725,2
10,243,745.08,27.12,51.37,37.5,4.155,29.593,15.0,0
11,309,573.28,32.26,50.95,40.02,3.34,30.722,15.0,2
21,233,0.0,16.91,16.4,91.67,2.457,16.798,0.0,3
13,230,895.2,26.08,53.86,33.08,1.631,30.205,15.0,2
9,322,381.06,30.0,41.93,44.43,4.295,30.191,15.0,2
18,91,169.3,23.47,29.17,77.22,3.008,28.664,6.9136,0
0,155,6.23,12.77,12.87,88.62,3.349,15.432,0.0,3
12,153,1047.62,24.75,56.81,26.23,2.088,29.259,15.0,2
23,128,12.1,15.46,15.54,99.58,2.856,27.659,0.0,0
5,242,0.0,21.46,20.99,86.05,4.159,18.032,0.3854,3
21,144,7.43,14.65,13.45,96.19,0.593,27.622,0.0,2
12,188,1042.81,22.17,54.69,26.59,1.968,33.162,15.0,2
7,139,341.68,18.89,29.68,68.52,0.151,28.928,15.0,2
20,291,40.07,19.42,20.97,93.13,2.537,29.416,1.5455,2
10,206,867.16,23.22,50.11,36.17,0.93,31.543,15.0,0
23,32,0.0,22.73,21.97,100.0,3.242,30.369,0.1934,0
9,333,368.89,33.11,46.04,53.89,2.994,28.955,15.0,2
17,115,359.71,21.87,33.78,64.81,1.248,30.195,9.04,4
18,230,207.24,19.69,26.88,74.2,5.038,28.97,8.8494,0
17,18,201.02,27.77,34.31,74.7,0.969,29.956,7.8611,0
3,337,0.94,23.86,22.99,98.44,3.621,26.908,0.0101,0
18,6,119.01,30.76,34.9,78.76,2.762,29.231,5.2291,0
18,52,137.07,26.23,30.75,79.49,6.168,26.164,9.1468,2
10,206,848.94,20.59,48.23,37.35,3.01,29.522,15.0,2
20,322,0.11,23.67,22.37,100.0,3.286,29.696,0.0607,4
12,7,513.88,32.3,49.49,40.23,1.912,29.69,15.0,0
21,332,0.0,26.37,27.47,93.74,3.303,27.784,0.3004,4
1,14,0.0,24.91,26.06,97.82,2.546,29.042,0.2695,2
13,71,734.34,28.48,53.09,34.28,3.505,30.857,15.0,0
7,275,255.1,24.12,31.89,66.96,2.114,30.637,9.311,0
19,234,24.66,21.26,21.55,88.93,5.495,27.651,0.3699,2
19,215,7.9,15.82,16.47,93.44,0.451,25.256,0.0,4
4,162,26.6,15.04,15.07,97.94,2.653,29.258,0.4036,2
22,241,0.0,17.81,18.47,91.68,4.679,28.906,0.0,2
9,250,573.34,25.74,43.42,53.04,3.418,29.479,15.0,2
0,329,8.77,21.77,23.3,96.43,0.85,27.066,0.9549,4
15,314,392.83,31.04,44.2,50.42,2.558,30.059,15.0,2
0,193,0.0,11.92,13.7,96.69,4.338,27.648,0.0,2
15,337,339.18,30.69,41.44,50.01,2.543,29.334,8.0309,4
12,153,1021.63,23.92,58.01,22.44,3.72,28.879,15.0,0
18,189,235.36,18.8,25.88,73.12,2.667,29.883,6.0218,4
14,50,545.03,29.42,46.34,44.92,3.092,28.146,15.0,2
19,9,0.0,26.15,23.94,88.66,1.651,27.769,0.0283,2
4,155,0.0,15.43,16.78,93.44,3.621,29.214,0.3256,4
3,81,7.4,16.58,17.7,93.79,0.538,29.192,0.0032,4
4,47,18.75,23.05,23.22,91.29,1.627,27.428,0.4311,2
5,217,15.24,16.33,16.4,89.05,0.544,4.061,1.8727,1
12,117,961.84,27.3,57.69,29.32,1.622,19.19,15.0,3
1,143,0.0,15.38,15.94,94.23,1.414,29.245,0.2422,4
13,258,765.82,27.48,51.05,36.49,1.977,28.043,15.0,4
6,336,97.78,28.73,31.63,79.07,2.128,28.764,7.0757,2
10,29,493.7,31.67,47.11,45.35,0.811,30.431,10.9404,4
15,232,649.98,26.0,46.88,46.21,4.898,32.363,15.0,2
8,356,261.96,31.86,39.04,60.74,3.809,29.783,6.3069,4
7,31,226.18,26.13,32.47,60.87,3.149,30.13,5.7157,4
21,89,18.14,20.81,20.74,97.54,1.195,27.007,1.3245,2
9,346,389.39,33.81,46.18,43.1,1.043,29.804,15.0,2
11,242,863.07,26.2,52.08,38.46,1.267,5.686,15.0,1
8,112,463.99,22.69,37.31,58.04,2.889,29.622,15.0,2
2,110,11.86,18.7,21.01,97.19,0.708,29.251,0.8172,0
2,269,0.0,21.03,22.68,99.63,3.519,29.064,0.0254,0
0,12,6.16,23.16,23.68,98.41,4.836,3.296,0.0162,1
2,179,5.6,14.06,14.21,88.18,1.974,29.215,0.1598,2
17,187,392.05,20.31,32.76,66.25,1.06,27.128,15.0,0
17,188,363.37,19.42,31.47,60.99,5.479,28.053,15.0,2
3,79,19.92,17.04,17.55,90.33,1.095,27.931,0.0,4
23,362,0.0,24.44,24.4,97.37,1.333,30.284,0.2265,4
7,14,199.0,31.37,36.33,72.31,2.529,28.094,5.3551,4
11,33,574.87,32.28,49.62,37.76,1.511,28.98,15.0,2
15,238,654.67,23.69,43.47,45.96,3.2,30.787,15.0,0
7,263,264.15,22.77,30.29,66.29,2.147,28.073,11.2192,0
12,359,548.08,35.38,51.15,39.32,1.822,29.25,15.0,2
3,97,0.0,16.28,14.96,86.92,1.807,27.059,0.0065,2
17,354,170.8,30.6,35.93,73.18,2.183,28.94,10.3931,2
5,279,9.89,21.64,21.44,93.72,1.387,28.553,0.7978,2
20,13,1.91,23.15,24.06,95.21,1.621,28.302,0.3144,2
15,126,705.49,23.38,46.3,42.38,1.538,30.6,15.0,2
10,314,475.97,30.86,46.28,40.04,1.81,30.096,15.0,0
15,343,341.48,31.07,41.15,50.8,0.943,29.778,15.0,2
11,324,517.02,29.45,45.45,40.05,1.727,31.303,15.0,2
3,193,5.96,17.18,16.73,94.0,3.819,15.566,0.016,3
7,10,192.63,29.14,34.77,66.87,6.017,30.284,10.4905,2
5,153,0.0,16.96,16.03,86.83,3.584,27.478,0.0384,2
16,292,338.81,26.56,36.72,53.01,0.461,27.834,15.0,2
22,74,7.31,22.55,21.75,95.15,2.967,28.026,0.3766,0
21,96,0.0,19.96,20.61,95.71,1.848,28.756,0.403,4
6,257,191.84,22.82,27.9,74.31,1.834,28.403,11.9433,2
23,101,0.0,15.91,16.88,94.23,3.573,28.619,0.0485,2
3,246,0.0,15.82,16.85,97.4,1.87,29.192,0.0167,2
16,88,413.1,23.66,37.13,58.97,3.848,30.727,15.0,0
23,295,0.0,20.54,20.56,94.5,1.648,27.89,0.0423,2
21,365,3.1,25.95,26.56,92.74,2.328,26.565,0.0,2
0,353,1.73,25.09,25.2,100.0,3.579,28.761,0.0,2
1,192,10.11,12.5,12.5,100.0,3.355,26.697,0.1415,2
2,333,10.25,24.2,23.94,93.95,3.359,28.047,0.0,2
19,3,0.0,29.34,29.73,94.25,2.705,28.46,0.145,2
19,271,5.6,23.22,22.7,86.73,1.829,27.783,0.3079,2
16,92,425.45,24.04,37.74,57.77,4.943,30.712,15.0,2
15,263,520.58,23.57,40.29,49.36,1.413,30.125,15.0,2
16,328,279.94,31.17,40.46,62.51,2.481,30.61,15.0,2
20,342,0.84,24.7,24.39,93.93,1.751,28.164,0.3695,4
3,324,0.0,24.55,26.09,96.34,1.031,28.693,0.4462,2
15,294,447.48,31.61,45.15,49.73,3.236,29.901,10.6808,4
17,315,202.56,29.89,35.8,66.53,5.851,29.948,11.4328,2
22,237,0.04,15.83,15.75,100.0,1.248,28.166,0.0,4
1,151,0.0,11.69,12.61,94.72,3.822,29.088,0.279,2
21,319,0.0,23.58,25.18,92.84,1.722,5.711,0.9028,1
14,72,645.54,27.82,48.78,44.27,1.14,28.897,15.0,4
3,327,0.0,23.91,22.91,93.96,2.119,28.279,0.1392,2
9,42,442.86,28.93,44.54,51.11,4.729,29.13,11.3986,4
5,263,15.53,21.28,22.27,86.92,4.715,28.812,0.6324,2
5,96,8.74,19.26,19.43,87.58,3.033,28.474,0.0211,2
3,185,12.97,14.5,14.58,95.58,3.908,28.97,0.0156,4
1,60,0.0,19.74,21.52,92.07,2.909,27.779,0.4101,4
16,177,560.6,20.21,38.63,55.36,0.632,28.646,14.1307,4
17,190,394.04,21.3,33.68,70.07,1.246,29.606,15.0,2
15,186,720.18,23.8,45.37,45.82,4.878,30.867,15.0,2
1,229,4.45,15.9,15.84,91.07,1.547,29.041,0.0371,2
0,346,0.0,24.79,26.14,93.86,2.774,16.505,0.192,3
9,27,380.93,29.9,41.16,48.59,5.404,30.986,15.0,2
16,217,489.25,20.61,35.44,55.27,1.833,30.291,15.0,0
23,234,5.14,15.39,15.62,96.77,2.347,30.944,0.8398,2
2,297,0.0,23.03,22.68,100.0,1.584,28.191,0.0031,4
18,322,122.88,25.05,28.17,82.31,3.173,28.084,7.3458,2
6,100,202.72,24.3,30.84,71.21,1.271,27.939,12.3179,2
11,46,612.78,27.09,46.29,40.28,1.899,29.152,15.0,0
3,59,0.0,20.91,21.12,98.85,1.924,28.552,0.0115,4
16,296,319.07,31.24,42.96,57.67,2.895,29.059,15.0,2
4,108,18.51,16.76,16.76,93.79,2.611,29.486,0.7169,2
16,257,413.08,24.31,37.6,54.3,3.306,28.618,15.0,2
5,181,21.84,16.76,16.46,88.96,1.226,28.594,0.145,0
1,298,24.85,21.45,21.89,98.56,3.473,29.358,1.4095,2
13,81,722.21,30.62,53.4,37.28,2.792,30.148,15.0,2
5,10,28.12,26.74,27.68,89.02,1.323,27.878,1.2788,0
11,246,800.19,23.58,47.46,41.51,0.19,31.933,15.0,4
19,327,0.0,26.1,25.56,91.26,2.012,28.997,0.383,4
6,336,136.13,29.76,34.19,78.95,1.229,18.461,5.0763,3
7,60,216.17,29.77,37.56,65.01,1.237,15.097,11.1137,3
9,113,645.47,26.47,46.28,54.12,1.856,28.596,15.0,4
22,25,0.05,24.23,24.98,92.59,2.193,4.361,0.0,1
8,232,482.21,22.65,38.18,59.36,2.992,30.201,15.0,2
17,279,265.48,26.62,34.83,67.98,2.151,29.735,14.7859,2
21,102,22.28,18.61,18.99,94.28,2.53,30.05,1.6242,2
17,17,214.73,29.28,35.64,65.68,2.594,29.347,5.2713,4
17,27,210.1,28.06,33.5,67.98,3.642,28.691,8.4186,0
14,206,843.89,25.87,52.61,34.58,1.801,31.971,15.0,0
4,228,1.89,15.46,15.88,92.02,3.817,18.994,0.103,3
4,90,19.43,17.2,18.24,98.48,5.454,29.41,1.394,2
11,199,997.74,25.09,56.79,30.7,1.649,29.4,15.0,2
8,178,538.36,21.06,36.41,56.06,0.982,30.16,13.1851,4
4,139,0.0,15.29,16.5,94.26,5.353,29.348,0.0,4
4,120,3.05,15.0,14.6,95.06,4.657,29.212,0.337,4
3,322,0.0,23.6,24.5,95.25,2.252,28.365,0.0,0
9,89,570.79,24.63,42.67,42.67,2.199,29.553,15.0,0
20,287,5.05,24.45,24.26,90.7,2.558,28.702,0.3353,2
1,149,9.62,12.74,13.2,90.32,4.253,31.601,0.068,4
5,267,0.0,22.14,21.67,87.51,1.324,29.597,0.1264,4
4,285,1.14,20.85,21.14,90.5,3.509,29.765,0.0,4
22,218,12.89,17.53,17.91,96.03,0.574,29.429,0.4485,2
13,204,968.18,22.94,52.54,35.12,5.439,31.894,15.0,0
8,193,555.41,21.53,38.52,54.91,0.53,17.77,15.0,3
17,103,306.02,23.01,32.13,64.8,5.955,28.743,12.6634,0
18,15,133.11,25.57,30.51,69.96,3.294,29.075,7.9281,2
14,345,441.75,31.4,46.03,44.58,3.093,29.452,15.0,2
23,141,0.0,13.11,13.04,98.39,4.129,28.779,0.1198,2
21,359,9.96,26.42,25.9,99.46,3.464,29.84,0.1478,4
1,235,2.6,17.25,15.64,92.07,2.274,29.753,0.277,2
4,96,8.17,17.51,17.79,97.22,1.746,27.357,0.0915,2
23,298,0.0,20.89,21.42,98.49,1.661,29.934,0.5091,0
14,274,622.3,26.85,46.28,36.26,2.477,29.977,15.0,2
6,234,231.79,22.03,30.69,85.23,3.409,29.182,10.2062,0
3,13,20.64,24.6,24.89,100.0,4.322,29.245,1.005,2
11,277,679.64,29.93,51.32,34.92,2.325,31.366,15.0,4
9,104,624.12,28.18,48.01,47.43,4.382,30.288,15.0,0
16,255,406.34,25.64,38.7,62.2,1.388,30.346,15.0,2
6,155,249.69,18.69,25.46,75.26,4.78,28.594,15.0,2
22,68,0.0,18.23,18.5,94.16,1.756,28.656,0.0,2
19,281,0.0,23.95,23.89,92.21,1.252,5.016,0.1007,1
15,342,382.52,29.88,41.9,51.98,0.901,14.766,15.0,3
0,347,25.91,24.52,25.53,93.69,1.162,28.034,1.1413,2
5,154,7.58,17.57,17.96,92.01,1.795,29.62,0.0,2
17,251,301.34,22.86,31.96,73.77,2.233,30.472,15.0,2
1,339,12.33,23.48,23.96,96.96,4.047,19.696,0.4007,3
15,108,626.65,28.33,49.09,43.24,0.797,31.583,15.0,2
20,5,33.53,24.62,26.37,92.69,2.099,28.547,2.0281,2
22,355,25.31,25.0,24.61,90.91,4.783,4.766,0.0,1
3,122,41.34,13.11,14.54,91.83,2.1,27.809,2.2396,2
7,173,387.72,18.91,30.97,70.28,5.266,28.961,10.105,4
18,137,255.31,18.87,26.24,77.8,2.511,27.994,15.0,2
1,160,0.0,11.65,12.1,96.76,4.047,28.007,0.3318,0
14,12,474.06,32.4,46.43,38.77,1.784,29.604,11.161,4
1,55,3.3,20.71,20.48,97.18,3.457,28.811,0.033,0
1,321,8.86,24.42,25.21,94.09,2.922,19.346,0.0,3
23,8,8.82,23.86,23.03,95.4,4.009,27.241,0.0411,2
5,325,17.94,25.61,26.45,85.42,3.4,30.414,0.9616,2
5,281,26.44,23.3,23.12,91.57,2.63,28.101,1.0303,4
2,230,1.17,16.25,15.69,92.86,4.83,17.327,0.3324,3
13,225,890.59,25.87,54.74,30.31,1.474,30.707,15.0,2
22,274,0.0,17.26,17.61,95.76,2.547,29.129,0.0418,0
5,92,0.0,21.47,20.27,86.93,3.143,28.755,0.0197,2
1,325,0.0,24.17,25.04,92.31,3.268,26.861,0.5908,0
0,202,0.0,13.53,13.81,96.37,3.318,28.289,0.4569,2
2,152,4.99,15.15,14.9,95.16,2.95,29.01,0.0155,0
9,164,710.26,19.73,41.15,44.25,2.738,20.061,15.0,3
12,13,545.96,33.05,52.07,36.37,2.237,31.434,15.0,2
0,188,4.6,13.63,13.78,94.58,4.324,27.645,0.0235,4
12,62,674.65,33.19,55.16,33.11,2.288,17.63,15.0,3
6,323,151.5,30.51,34.33,74.69,0.688,29.424,5.9216,0
14,106,758.26,26.13,50.79,43.85,2.806,30.557,15.0,2
15,338,383.82,31.64,43.42,50.44,4.823,29.972,15.0,2
7,137,359.66,20.44,32.56,68.28,1.398,28.996,15.0,2
6,276,166.47,22.94,29.06,76.71,0.438,3.932,10.4862,1
2,359,10.21,24.51,25.03,95.81,2.039,29.568,0.0,2
1,271,24.59,19.69,20.1,91.41,1.253,28.438,1.28,4
14,188,878.42,24.52,51.69,38.03,2.075,30.184,15.0,2
3,13,0.0,24.6,24.83,94.52,2.53,29.324,0.0152,2
23,353,0.0,24.65,25.0,96.14,0.685,30.699,0.0224,2
14,253,713.57,28.47,50.14,43.14,1.803,21.383,15.0,3
20,350,9.86,26.48,27.13,95.49,2.384,26.723,0.0354,2
2,359,1.78,23.46,23.85,96.27,4.129,30.796,0.0,4
3,283,5.66,21.96,21.61,97.03,2.34,27.796,0.3891,2
23,28,0.0,19.59,19.27,100.0,1.549,16.873,0.1738,3
1,286,0.0,21.46,21.56,89.66,1.015,28.502,0.4334,2
1,292,8.89,21.07,21.19,94.11,2.649,3.036,2.7236,1
4,220,0.0,15.94,14.71,95.19,4.608,16.384,0.3698,3
10,178,893.47,20.8,49.38,39.79,0.846,30.654,15.0,0
21,41,0.0,21.51,22.89,92.96,2.168,14.01,0.7487,3
19,272,0.0,22.25,23.75,89.62,5.979,29.045,0.6138,0
1,336,30.4,23.09,23.12,93.03,1.843,18.347,1.0493,3
14,13,430.46,31.9,44.81,43.3,3.778,30.245,15.0,2
8,226,497.9,22.75,38.02,51.89,3.355,17.053,15.0,3
12,316,587.07,32.6,51.24,36.18,4.674,29.475,15.0,2
0,107,18.94,16.6,16.59,92.7,5.267,29.098,0.8687,2
2,20,32.78,25.42,25.85,91.64,5.014,29.407,1.1493,2
12,8,541.18,31.49,48.73,32.53,3.148,30.834,15.0,2
22,337,0.0,23.31,23.05,98.06,2.103,28.708,0.0374,4
21,193,9.65,14.52,14.76,94.58,1.874,27.096,0.0365,4
1,342,0.0,22.61,23.39,96.22,4.28,29.338,0.0238,2
13,191,990.49,25.1,58.04,31.52,1.741,30.285,15.0,2
20,22,0.0,26.04,25.34,91.41,4.13,17.016,0.0,3
19,227,0.0,19.77,19.44,84.62,3.436,29.857,0.0512,0
4,179,10.95,17.98,18.48,96.47,1.205,26.523,0.2897,2
4,330,0.0,24.72,24.6,97.94,2.483,30.773,0.0976,2
20,122,7.83,19.09,19.99,100.0,1.41,29.458,0.0,4
4,17,0.0,25.39,25.46,94.05,2.712,17.418,0.5345,3
14,8,470.22,30.57,46.32,46.81,5.299,31.753,15.0,2
18,332,105.02,27.39,29.53,80.48,3.267,29.549,5.8679,2
8,364,276.87,30.43,39.53,60.95,2.488,28.339,7.4963,4
16,278,363.23,26.86,37.7,54.22,2.87,31.104,8.8819,4
15,115,662.29,21.82,43.02,43.96,2.713,29.399,15.0,4
3,23,1.85,22.52,23.86,95.24,2.274,4.612,5.1612,1
2,86,34.51,16.94,18.44,93.99,0.719,28.934,0.4253,4
6,238,230.83,21.91,28.8,77.51,2.054,29.297,13.1803,2
20,284,0.68,21.53,22.11,99.5,1.905,29.38,0.246,2
4,160,3.54,16.2,16.37,97.31,1.833,27.465,0.8332,2
9,117,647.75,24.12,44.24,48.03,5.003,30.211,15.0,2
7,275,277.55,25.07,34.38,65.74,5.257,28.443,15.0,2
22,190,30.97,14.39,15.45,94.41,3.481,30.812,1.9703,2
16,101,440.09,23.38,36.06,60.24,2.929,27.591,15.0,2
3,211,8.81,15.09,15.69,100.0,1.564,28.414,1.1675,2
10,143,843.93,24.06,48.72,40.82,1.09,28.719,15.0,0
1,240,6.81,17.49,16.66,94.47,0.964,28.02,0.3724,0
13,330,490.4,32.69,49.28,36.63,4.813,30.525,15.0,2
12,336,551.87,32.7,49.51,32.78,1.767,30.792,15.0,2
21,5,2.29,23.25,23.95,97.22,1.831,29.499,0.2257,4
0,12,4.25,20.39,22.19,100.0,2.433,28.198,0.1239,2
22,270,0.0,18.72,17.94,93.7,1.246,28.054,0.0,4
16,170,568.68,18.81,35.25,56.75,0.989,29.476,13.2156,4
5,97,0.0,20.96,20.12,82.6,1.438,28.859,0.0,2
2,93,0.0,18.56,16.82,96.21,1.375,29.544,0.0,4
15,95,600.4,27.26,45.46,44.95,1.607,19.187,15.0,3
10,282,596.43,29.85,48.54,43.18,2.404,30.32,15.0,2
8,347,275.17,32.2,39.7,55.42,1.992,30.452,15.0,2
4,108,0.0,16.28,16.37,97.83,2.497,28.905,0.0,2
22,3,0.0,21.98,22.35,92.45,3.353,29.012,0.2266,2
14,303,525.2,31.87,47.37,41.31,2.715,31.058,11.5433,4
22,65,31.24,19.16,20.02,100.0,2.197,5.001,3.2344,1
18,209,250.05,17.63,25.61,78.18,3.121,28.891,7.1782,4
1,210,39.31,18.76,19.73,92.03,4.535,29.45,2.929,2
15,356,346.96,31.31,41.12,51.39,1.356,17.699,14.1511,3
11,121,921.29,24.6,52.89,29.88,3.306,29.75,15.0,2
2,346,2.29,23.76,23.94,95.49,1.648,27.548,0.0749,4
15,266,524.31,27.1,43.5,42.54,5.425,30.471,15.0,2
2,214,0.0,17.19,18.29,95.1,3.426,27.633,0.0199,4
5,263,1.9,19.46,20.79,91.03,0.469,28.965,0.2785,2
1,114,9.36,15.11,15.51,97.41,0.646,29.363,0.6424,2
14,36,520.62,31.41,47.71,42.97,5.006,29.446,15.0,2
18,113,203.85,20.75,27.51,74.45,4.652,28.358,8.7877,0
13,170,1013.48,23.01,54.76,30.82,2.704,31.377,15.0,4
8,274,368.74,27.61,40.05,56.54,2.891,30.228,15.0,2
14,354,438.95,32.82,46.82,42.96,0.56,29.117,15.0,0
8,194,551.88,19.96,37.86,54.46,1.807,28.558,15.0,2
9,256,575.09,24.87,43.02,51.88,3.506,30.51,15.0,2
7,265,294.47,24.32,33.94,64.61,4.475,29.711,11.3561,0
11,338,532.9,32.46,48.83,38.45,3.963,29.848,15.0,2
3,150,6.66,14.19,14.31,89.36,2.317,27.808,0.0671,2
21,16,3.99,24.1,24.21,95.13,0.708,28.012,0.0,0
7,108,328.52,21.82,30.96,64.6,5.317,29.663,13.2247,0
14,164,876.09,22.96,49.54,40.05,3.634,30.06,15.0,4
19,202,9.69,18.79,19.68,89.17,1.283,16.1,0.6522,3
9,137,694.33,22.56,44.3,43.91,3.169,30.422,15.0,0
18,219,239.29,19.25,26.98,78.33,3.749,30.782,14.2328,2
12,18,566.82,33.93,50.07,42.03,2.906,29.93,15.0,2
12,354,522.45,34.31,51.26,38.72,6.164,29.591,15.0,2
12,59,687.1,30.67,50.24,34.77,1.196,30.074,15.0,2
23,58,30.27,20.92,22.12,95.51,0.823,29.592,1.7894,2
10,63,561.7,30.69,48.79,43.13,3.722,32.053,15.0,2
21,274,8.21,20.36,20.28,95.3,1.615,27.69,0.0,2
23,9,0.28,22.87,23.84,94.03,3.651,29.352,0.0113,2
19,95,0.0,20.66,20.86,87.58,3.071,4.056,0.0,1
18,336,128.6,29.82,32.99,81.5,2.915,28.596,3.1597,4
2,313,0.0,23.5,23.72,93.99,2.032,27.112,0.3501,0
0,254,5.49,17.52,17.94,88.45,2.233,28.337,0.3401,2
18,206,229.25,18.35,26.53,77.77,2.217,29.671,9.4239,0
7,9,194.31,31.98,38.34,61.64,1.28,27.984,5.5456,4
20,43,0.0,24.79,25.43,98.46,2.452,28.919,0.0,0
0,286,6.58,19.89,21.81,91.3,3.424,30.167,0.5847,0
0,35,0.0,21.99,22.25,90.34,1.276,17.9,0.0934,3
12,359,526.42,30.73,46.38,34.38,5.839,29.565,15.0,0
2,118,14.21,16.12,17.14,97.37,2.762,29.322,0.0035,4
1,56,10.47,22.66,23.28,96.61,1.862,29.889,0.3025,4
14,304,520.89,30.5,47.02,40.56,1.824,17.909,15.0,3
23,74,38.17,20.85,21.72,97.94,0.482,4.332,1.0919,1
1,249,1.85,17.54,18.53,93.95,2.486,28.782,0.481,2
17,76,254.75,24.6,33.73,66.38,1.436,28.322,15.0,2
17,115,355.68,25.71,36.65,67.6,2.447,28.416,13.9788,0
19,105,0.0,22.49,21.59,84.64,2.29,29.13,0.9172,2
10,334,465.64,33.48,47.2,43.96,1.571,28.961,15.0,2
21,156,12.58,12.51,12.15,90.37,3.641,27.836,0.4722,0
8,257,426.98,25.57,38.27,59.07,3.568,31.041,15.0,2
17,251,292.29,25.64,33.25,65.68,4.219,28.206,6.9588,4
0,139,0.0,18.12,18.09,98.42,3.116,29.565,0.1128,0
17,52,233.63,25.68,31.91,69.02,3.735,29.033,6.0958,4
12,359,545.54,35.04,52.15,35.47,2.507,29.462,15.0,0
22,292,1.58,21.49,22.8,100.0,3.673,28.276,0.0386,2
10,302,523.61,31.16,48.8,41.95,1.087,29.583,15.0,2
12,26,564.05,31.03,48.07,33.96,5.593,19.467,15.0,3
16,296,334.49,26.99,37.9,56.21,2.558,29.988,7.5165,4
15,64,505.32,27.55,42.89,52.6,3.873,17.393,15.0,3
18,132,262.82,18.77,27.31,74.98,2.237,27.628,15.0,2
13,364,527.36,32.85,48.94,35.63,4.139,29.855,12.251,4
19,132,28.06,19.59,21.08,83.01,4.122,29.16,0.0065,2
11,312,543.58,30.02,47.24,38.93,4.248,28.438,15.0,0
19,228,5.87,18.06,18.47,90.29,2.636,28.461,0.1161,2
0,240,0.0,18.57,18.3,95.53,3.519,29.339,0.0437,0
