hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,power_W
23,102,0.0,14.03,15.88,97.96,0.543,0.0
0,73,0.0,20.01,19.93,90.59,2.743,0.0
9,333,361.63,32.4,43.34,54.41,8.361,405.09
7,289,242.27,28.72,35.94,69.62,1.994,428.09
9,183,707.15,19.07,41.04,43.47,3.818,473.25
15,257,567.26,24.59,41.81,44.84,1.648,393.37
2,229,21.59,18.33,18.57,92.68,2.824,16.09
0,320,1.25,22.74,23.22,98.17,0.466,0.0
16,279,379.55,26.5,38.71,53.4,1.943,635.6
8,23,303.59,32.56,42.43,58.52,1.146,327.74
4,131,4.06,14.16,15.15,95.46,4.737,0.0
12,255,852.31,28.31,55.06,36.71,3.89,563.27
7,241,321.75,24.82,35.32,62.31,2.582,560.76
20,65,12.74,19.84,20.54,93.09,2.341,29.77
3,81,7.4,16.58,17.7,93.79,0.538,1.22
7,269,295.29,26.16,34.54,68.4,0.786,211.27
9,225,640.55,22.06,41.9,45.73,2.679,1060.38
6,186,257.4,17.81,25.56,74.55,3.51,192.66
18,313,150.97,26.88,30.83,77.59,3.698,32.59
6,87,185.47,22.91,28.61,81.72,2.937,298.99
11,309,573.28,32.26,50.95,40.02,3.34,925.09
13,221,920.04,27.31,56.68,31.89,1.905,1444.35
10,2,492.74,34.9,49.01,36.65,4.743,537.56
22,86,0.09,16.72,15.11,95.43,3.534,0.0
23,323,0.0,24.21,23.79,97.32,4.743,0.0
10,206,856.96,22.31,49.86,38.72,4.867,1370.75
14,139,830.77,22.88,48.08,39.18,2.115,1367.44
5,167,0.0,17.39,17.3,87.16,0.362,16.71
21,244,5.01,17.04,15.59,92.09,3.582,40.09
21,352,13.51,24.18,26.01,100.0,4.678,9.56
15,14,437.26,31.36,44.98,52.19,1.716,314.55
3,11,27.82,23.0,24.51,97.9,2.537,21.74
17,338,198.54,31.82,37.75,67.32,2.87,323.29
11,309,579.88,31.59,48.83,35.37,3.777,951.33
8,346,274.46,27.16,36.77,57.59,2.3,185.29
16,83,451.53,25.89,40.8,50.67,0.938,731.35
2,81,8.5,18.62,18.03,89.96,4.597,0.0
17,18,201.02,27.77,34.31,74.7,0.969,243.64
5,182,16.25,15.2,14.18,89.12,2.896,21.48
3,154,0.0,15.38,15.59,89.32,0.415,3.0
15,238,654.67,23.69,43.47,45.96,3.2,761.51
23,75,0.0,14.69,14.63,95.85,6.39,0.0
18,108,218.11,21.29,28.84,77.85,3.112,399.63
19,241,12.88,19.46,20.83,87.66,2.792,6.67
12,16,557.71,32.77,49.72,35.92,4.618,881.46
10,114,765.45,21.33,44.78,35.46,3.344,144.46
23,135,45.28,13.49,14.42,95.41,3.357,34.55
7,74,292.8,20.3,29.6,64.56,1.985,533.43
3,16,22.86,23.86,24.6,96.72,3.596,11.17
16,154,543.35,23.37,40.99,54.33,0.631,371.89
3,46,1.43,20.95,20.61,95.93,2.98,11.82
12,24,565.42,32.61,51.11,37.79,4.239,362.19
4,257,43.87,18.18,18.42,91.08,0.959,33.95
23,145,0.0,15.02,14.1,93.66,0.6,0.0
23,180,0.0,9.19,9.04,88.21,2.906,0.0
4,96,8.17,17.51,17.79,97.22,1.746,1.23
21,15,0.0,25.09,25.12,97.03,6.403,14.73
5,172,0.0,18.67,19.29,87.05,1.645,3.1
18,304,140.13,24.8,28.96,76.17,5.533,252.41
9,196,723.45,23.83,46.69,41.19,4.01,1189.59
6,348,141.01,28.11,32.05,80.98,0.48,237.29
13,270,707.51,27.4,50.2,39.11,2.536,486.34
0,339,7.36,24.84,25.9,96.49,0.453,0.0
15,70,522.88,27.73,44.47,48.75,3.246,318.9
21,85,5.38,17.62,16.65,91.17,3.198,0.0
4,265,0.0,19.91,19.46,95.86,0.699,26.16
11,193,1019.27,23.82,54.77,25.61,4.423,1639.19
20,227,8.48,16.58,17.8,96.27,0.484,7.49
3,128,18.4,15.85,17.31,96.17,2.007,0.0
4,77,0.0,20.52,19.18,95.65,4.228,15.13
17,249,299.5,24.45,34.58,72.78,2.625,513.5
2,4,16.5,24.5,24.19,93.15,3.73,9.04
21,103,9.6,15.35,14.54,97.1,0.857,4.18
12,258,846.21,26.18,52.07,29.32,4.577,1334.61
21,256,14.89,16.49,17.17,88.4,5.162,17.02
18,96,182.61,21.75,27.91,74.98,2.832,143.71
4,222,6.23,18.17,18.43,98.96,7.217,0.5
7,165,390.05,21.21,33.57,65.38,2.671,451.88
4,73,15.8,19.37,17.47,98.16,4.604,0.0
0,214,2.73,14.82,15.03,91.04,2.6,0.0
10,183,887.27,20.57,47.89,36.74,2.99,1430.22
8,301,329.16,30.43,40.25,60.69,2.453,364.2
14,200,867.03,21.92,47.6,32.17,1.857,1432.13
11,245,789.16,25.66,50.9,31.5,2.599,1307.33
17,76,254.75,24.6,33.73,66.38,1.436,447.76
18,307,144.59,27.83,31.58,82.08,2.113,154.93
15,353,342.35,33.95,43.86,50.6,2.303,560.55
21,80,22.01,19.52,20.23,95.44,3.203,9.16
13,220,924.38,25.99,55.41,28.77,6.086,998.7
21,326,0.0,22.27,21.32,95.14,2.689,15.02
9,26,397.54,28.12,41.42,50.51,2.533,59.2
8,175,524.02,21.52,41.26,54.63,2.713,634.84
10,246,731.52,28.31,51.2,40.86,1.048,477.94
7,157,391.9,17.49,30.11,67.8,4.104,293.08
16,328,279.94,31.17,40.46,62.51,2.481,508.29
17,190,394.04,21.3,33.68,70.07,1.246,670.38
18,307,122.59,27.73,31.26,78.04,3.062,95.41
23,294,10.03,20.87,22.04,91.85,4.709,14.19
1,235,6.63,15.13,16.1,94.46,1.459,27.02
5,199,0.0,17.57,17.05,89.26,3.118,21.31
1,289,7.4,18.68,19.44,94.17,4.122,5.78
15,255,561.66,27.94,44.63,48.15,5.445,924.54
22,289,0.0,17.94,17.64,92.68,3.43,28.93
7,128,350.52,22.16,32.5,71.05,2.392,642.91
17,123,335.05,21.68,32.06,60.19,2.91,610.79
19,33,10.87,25.61,24.78,91.11,0.741,0.0
6,32,139.46,27.9,30.86,83.22,3.909,222.4
17,265,304.82,27.43,35.49,68.91,3.279,525.28
19,298,15.73,24.28,23.87,89.77,2.075,0.0
8,220,503.98,22.16,38.27,61.75,2.579,343.56
3,333,45.45,24.37,25.77,88.47,2.991,8.17
4,326,28.22,25.94,27.0,96.4,3.523,7.3
4,293,4.93,22.03,22.79,95.84,2.018,9.17
11,354,505.79,34.36,49.52,35.26,1.978,841.1
21,275,37.48,17.72,19.18,98.98,4.145,79.83
6,47,136.92,25.34,30.1,83.15,1.974,249.27
12,209,999.9,22.24,54.52,28.68,2.031,632.33
8,75,362.3,25.25,36.32,57.9,4.117,441.66
13,252,793.69,25.55,49.98,35.1,3.709,1280.54
17,117,333.81,21.14,31.68,65.49,2.864,596.46
14,228,785.48,25.05,50.29,37.92,2.285,858.29
15,175,708.57,20.55,42.55,49.34,1.528,1165.66
23,220,0.0,14.65,16.06,96.52,3.135,11.91
5,355,3.12,26.18,25.27,97.25,1.546,0.0
22,297,10.55,19.46,19.85,96.89,3.734,11.12
12,2,547.86,32.11,50.19,35.21,4.697,400.94
17,113,367.71,21.53,33.17,66.99,1.364,78.09
13,251,859.6,26.9,52.14,35.31,2.408,545.72
13,96,804.66,26.16,51.51,34.29,2.341,1311.74
1,229,16.88,14.8,14.49,96.46,1.467,14.66
19,54,42.74,23.34,24.16,88.66,2.553,43.16
13,102,864.23,22.18,48.69,33.02,4.766,592.95
10,167,909.08,25.17,52.84,36.72,2.712,1443.2
12,360,528.13,33.3,49.6,35.74,3.774,893.89
0,263,0.0,20.62,20.21,96.7,3.136,22.6
10,168,901.78,24.89,53.06,37.42,1.259,1472.13
6,36,164.32,24.75,28.93,68.81,0.307,283.8
17,241,323.04,24.74,35.18,70.15,1.823,547.35
14,9,478.59,33.35,48.42,40.93,2.238,316.55
22,317,5.57,24.24,24.95,89.39,1.142,17.65
9,245,606.72,26.45,44.93,50.22,3.988,428.89
9,63,508.85,28.6,44.47,48.69,1.291,81.86
13,197,963.65,23.46,52.93,32.79,2.117,1056.61
14,92,704.95,27.93,50.35,42.07,1.63,457.65
16,141,526.28,21.94,38.04,54.21,2.699,109.94
11,361,515.12,34.17,50.72,39.42,2.305,844.56
4,243,23.25,17.43,19.61,91.04,0.738,59.7
11,33,574.87,32.28,49.62,37.76,1.511,955.15
11,277,679.64,29.93,51.32,34.92,2.325,461.45
7,9,194.31,31.98,38.34,61.64,1.28,144.83
10,63,561.7,30.69,48.79,43.13,3.722,931.1
4,64,0.0,20.76,20.25,96.92,1.022,0.6
5,272,0.0,23.04,23.64,88.51,5.13,3.27
2,76,21.06,18.81,20.2,99.01,2.076,37.03
20,144,1.87,16.69,16.71,93.67,1.264,14.11
3,324,13.63,22.41,23.47,91.64,3.665,13.74
19,3,0.0,29.34,29.73,94.25,2.705,12.23
15,195,693.78,21.83,43.39,47.05,3.355,1160.65
23,25,0.0,21.22,21.64,96.03,1.641,13.09
11,328,516.39,31.29,47.49,33.16,1.958,347.02
0,184,33.84,14.6,16.52,94.9,1.9,49.84
22,6,17.88,21.96,21.92,98.91,2.169,25.67
18,32,127.69,24.89,29.4,84.63,2.737,235.14
19,235,0.0,21.72,20.81,96.36,3.914,15.85
8,363,306.96,29.71,38.86,59.25,3.431,232.9
7,256,282.48,27.64,36.59,64.87,1.9,496.42
3,33,8.48,24.56,25.25,97.54,5.001,6.02
12,34,627.03,33.96,53.2,27.72,3.73,381.4
20,193,14.96,16.96,17.82,99.81,2.364,12.84
18,253,193.53,21.96,27.19,79.14,2.698,222.04
12,120,939.83,24.8,53.52,30.83,2.889,642.34
18,24,141.96,27.09,31.31,82.34,2.176,234.78
11,247,830.93,24.55,50.2,41.02,2.097,566.99
15,290,453.58,27.8,42.43,48.44,2.944,777.21
4,155,19.43,15.59,16.89,90.24,0.652,8.05
16,283,392.45,26.72,39.54,50.88,2.44,669.89
7,265,294.47,24.32,33.94,64.61,4.475,335.97
7,45,232.13,29.14,37.89,70.02,4.113,387.06
20,164,9.18,14.12,13.3,89.11,1.566,29.63
18,277,152.05,24.01,28.19,73.48,2.55,297.91
3,44,13.91,20.61,19.35,94.71,0.527,40.54
22,128,0.0,16.24,16.54,92.35,1.559,0.0
20,228,29.34,17.17,18.05,92.91,3.516,67.97
4,270,0.0,19.44,20.25,97.24,0.431,29.27
3,40,0.0,23.32,23.66,100.0,2.126,0.0
13,307,572.09,30.78,48.39,29.54,2.543,626.88
19,56,1.26,24.65,24.92,95.21,2.681,3.48
20,164,31.93,17.48,19.18,93.24,2.464,48.35
2,175,24.83,13.34,13.96,91.98,3.138,47.41
14,42,536.18,29.71,47.17,43.55,1.426,366.88
8,295,356.13,27.87,39.48,59.63,2.08,594.06
11,70,705.86,29.83,52.53,32.55,2.163,475.0
5,79,7.07,22.43,23.34,84.58,2.161,22.97
2,99,24.31,17.86,18.57,98.32,3.146,13.18
9,49,442.01,27.47,41.41,49.25,3.059,725.38
23,19,33.59,21.28,23.17,97.63,6.573,0.0
9,124,669.95,21.86,41.36,48.11,1.551,768.2
17,78,287.44,27.64,37.08,68.45,4.412,467.25
10,206,867.16,23.22,50.11,36.17,0.93,969.47
2,187,20.01,14.76,14.73,92.35,3.316,3.46
5,197,0.0,15.22,14.74,87.7,3.449,3.78
8,339,302.37,33.37,42.82,52.63,3.716,222.46
13,204,945.92,24.28,52.88,28.49,0.633,647.19
13,330,490.4,32.69,49.28,36.63,4.813,810.75
18,335,130.83,31.09,36.97,81.01,0.928,171.79
19,13,7.79,26.58,27.48,91.68,2.246,0.0
23,351,22.05,21.09,21.12,92.53,1.174,35.34
21,20,25.48,21.32,20.55,94.69,3.105,18.35
0,139,0.0,13.41,14.93,96.36,3.828,0.73
20,328,13.8,27.62,26.55,99.56,0.594,0.0
10,73,625.1,30.06,49.74,38.99,2.535,1017.78
12,351,507.18,31.68,47.7,41.91,4.931,361.94
3,275,16.12,23.43,23.41,100.0,1.387,24.89
18,171,229.78,14.84,21.57,73.24,2.479,284.03
20,293,0.0,23.92,23.6,98.63,2.49,5.2
23,58,30.27,20.92,22.12,95.51,0.823,46.07
5,189,10.13,17.89,17.81,86.04,1.754,2.95
0,136,9.04,16.98,16.61,96.55,1.908,15.27
9,110,612.1,22.77,42.06,41.58,3.035,1076.26
23,96,8.84,15.36,16.15,96.59,5.387,32.57
4,144,0.0,12.61,13.25,99.65,3.914,1.38
12,128,977.07,22.75,53.54,30.95,2.708,1573.6
6,224,208.47,22.33,28.74,73.85,1.898,356.71
4,157,22.67,17.42,17.84,88.91,2.447,19.78
5,242,0.0,21.46,20.99,86.05,4.159,16.62
12,84,795.42,26.57,51.34,40.26,0.855,1274.87
22,26,6.08,19.68,20.06,95.05,2.51,5.5
4,197,10.61,15.44,16.79,95.17,1.556,35.48
22,360,12.19,20.9,20.22,89.82,0.885,8.84
5,17,0.0,26.18,25.68,93.31,0.832,0.3
5,13,6.43,24.39,25.35,87.45,4.798,2.16
14,90,695.07,23.95,45.13,36.71,2.443,1169.45
13,351,496.66,31.86,48.42,41.73,4.686,805.99
9,267,552.19,25.68,43.51,47.18,3.4,616.41
21,116,17.99,15.17,15.22,92.16,1.973,31.58
12,75,734.54,26.84,51.26,32.46,3.299,1231.86
13,330,510.13,31.62,48.01,37.09,4.12,552.56
10,173,894.24,24.54,50.72,34.28,2.33,631.65
10,282,596.43,29.85,48.54,43.18,2.404,995.94
0,107,0.0,17.24,17.07,94.25,1.295,0.0
10,71,605.98,29.34,48.83,40.91,3.158,1014.93
5,175,7.71,16.66,16.01,92.2,1.939,6.65
11,341,512.27,33.8,50.07,46.35,2.115,347.79
23,196,15.34,13.49,14.16,100.0,3.613,7.79
11,275,699.64,29.8,50.45,33.44,0.958,474.87
9,185,709.36,20.73,43.64,44.24,2.916,809.23
2,22,11.52,21.84,22.57,100.0,3.987,7.46
6,274,148.24,24.21,27.86,82.65,1.558,279.91
19,328,8.64,26.61,27.13,86.07,1.869,1.93
7,145,381.08,19.45,32.24,64.86,0.587,694.33
15,244,611.22,25.26,43.57,49.83,2.458,430.83
15,110,593.74,22.84,42.0,48.29,2.938,983.29
20,284,0.68,21.53,22.11,99.5,1.905,16.73
23,262,0.0,17.8,17.7,94.88,3.48,4.28
10,47,572.32,30.73,49.96,43.56,0.834,370.29
15,122,643.98,26.36,47.14,42.12,2.276,745.51
9,142,743.88,24.13,45.84,45.53,0.083,824.31
3,346,23.62,25.25,25.44,95.63,2.36,27.83
9,73,533.94,28.18,45.65,54.17,2.89,364.36
16,222,514.45,22.6,39.28,49.85,3.813,79.52
2,110,11.86,18.7,21.01,97.19,0.708,29.8
16,324,281.13,30.3,39.49,56.55,1.044,457.92
5,206,11.64,19.89,20.84,88.82,4.126,30.29
0,214,0.0,17.84,18.19,95.57,2.168,17.78
13,74,702.52,30.39,51.5,37.14,1.291,1126.12
21,77,0.0,20.25,18.39,95.17,0.971,5.69
17,322,191.75,29.46,35.03,69.09,1.22,334.07
8,279,380.74,25.38,38.36,58.69,2.829,53.34
16,329,262.47,30.1,38.62,61.4,1.939,292.51
4,214,1.56,16.87,17.34,90.89,2.32,4.92
11,121,894.4,23.81,50.96,37.32,2.736,1452.85
8,286,331.82,27.41,37.95,57.39,4.548,384.63
21,218,24.95,14.4,15.33,93.08,3.05,27.08
15,10,389.72,30.53,42.93,47.68,3.908,250.37
17,251,292.29,25.64,33.25,65.68,4.219,199.42
3,263,0.0,19.58,18.94,95.0,4.732,38.99
20,305,0.0,22.58,22.02,92.98,0.989,3.5
22,296,0.0,20.77,21.17,96.39,3.4,0.0
23,286,3.86,20.18,19.81,97.39,1.583,0.22
20,361,1.58,24.75,25.5,92.74,3.855,15.92
9,115,657.67,23.01,42.58,49.46,2.862,1067.35
14,101,748.68,24.13,48.16,36.14,3.364,820.43
17,33,207.22,29.14,35.42,67.35,2.688,46.29
21,161,20.76,13.11,13.53,94.65,3.147,49.36
10,153,927.36,23.62,52.18,28.72,1.275,646.89
17,244,320.84,22.64,32.69,73.42,1.675,382.63
7,62,257.13,26.71,36.09,67.16,0.587,407.39
11,302,618.52,28.73,48.46,35.76,3.855,418.76
23,217,0.0,11.02,10.68,91.94,1.293,6.1
22,298,13.46,24.01,24.26,97.17,2.565,35.34
23,245,0.0,15.74,15.78,96.17,5.394,9.53
21,33,10.5,23.26,23.96,90.51,4.103,5.99
9,29,423.74,30.12,42.95,49.9,0.653,685.75
10,340,473.7,33.16,46.72,36.37,0.356,310.65
16,345,310.03,32.03,41.38,55.91,0.726,200.31
1,19,6.18,25.83,26.34,94.89,2.627,13.13
18,219,239.29,19.25,26.98,78.33,3.749,433.86
8,139,525.25,23.07,39.51,55.97,4.649,357.92
14,290,580.98,29.79,47.28,47.59,2.728,641.77
14,45,543.75,28.5,44.44,36.69,2.284,905.63
16,313,348.11,30.49,41.66,56.17,1.045,574.49
3,161,0.72,15.71,15.07,95.09,4.449,19.54
6,300,144.65,26.1,31.36,81.29,1.46,252.14
10,283,579.44,30.2,48.04,41.12,2.236,79.76
6,186,233.8,17.33,24.0,77.44,2.643,163.12
3,35,13.91,24.25,24.18,91.39,2.482,1.53
14,288,578.79,26.99,43.5,44.21,1.465,947.27
1,95,4.69,17.52,17.98,94.65,4.768,6.65
21,363,0.0,25.75,27.35,99.8,0.564,3.36
21,110,5.06,17.61,17.19,94.25,2.98,0.0
22,192,12.33,12.31,13.01,92.7,2.22,36.42
0,177,0.0,15.54,15.26,93.32,2.063,0.0
1,59,2.7,21.27,21.27,97.92,1.107,8.61
16,147,513.54,19.86,35.98,53.26,3.728,623.92
3,138,11.93,16.73,16.84,91.79,3.614,0.79
17,324,211.25,25.19,32.17,69.39,3.362,138.92
16,214,480.48,20.71,35.54,55.09,1.243,339.67
9,320,380.46,32.46,43.4,54.17,2.382,635.76
20,122,7.83,19.09,19.99,100.0,1.41,10.76
7,298,226.42,27.46,34.33,70.36,5.334,148.29
8,112,463.99,22.69,37.31,58.04,2.889,797.0
12,349,516.6,34.94,52.25,29.37,0.94,543.27
12,43,593.32,30.59,49.57,32.16,1.252,956.38
13,190,1027.26,20.94,53.38,32.02,4.359,1640.99
18,40,136.51,27.37,31.39,84.68,1.541,278.95
22,74,7.31,22.55,21.75,95.15,2.967,6.34
14,133,823.74,23.09,49.11,34.23,1.107,1342.12
14,354,438.95,32.82,46.82,42.96,0.56,478.4
10,352,459.57,32.24,46.56,41.3,4.682,732.18
13,127,907.85,23.31,52.49,25.69,2.874,607.74
18,250,216.46,21.86,27.66,78.0,2.197,341.49
21,299,6.86,21.61,21.73,98.77,2.893,3.28
4,281,8.58,21.04,21.94,95.79,2.634,29.68
16,77,416.84,27.59,40.46,53.28,3.168,284.81
19,42,0.0,23.52,24.58,88.47,3.423,13.73
3,330,0.0,25.39,26.1,95.23,1.617,0.0
1,249,0.0,20.25,20.02,100.0,2.801,13.11
14,241,738.14,25.5,48.44,39.06,2.725,1199.83
2,52,0.0,21.48,20.73,93.31,3.104,3.84
6,41,133.56,23.95,28.57,77.23,1.758,89.23
1,55,9.12,20.07,19.63,96.65,2.639,8.4
18,305,127.74,28.27,32.18,72.09,0.969,164.98
23,182,0.0,11.36,10.8,96.97,2.745,0.46
10,274,642.09,29.81,49.99,42.42,0.724,109.57
21,31,1.12,25.32,24.68,94.79,5.909,2.5
14,108,776.52,24.07,46.55,39.81,2.221,1281.51
0,195,0.0,14.81,16.03,93.53,1.159,1.99
17,10,212.58,28.46,34.51,70.6,2.889,342.4
22,349,15.61,25.09,23.96,95.59,2.928,19.72
6,272,149.17,23.37,29.02,75.42,2.07,169.83
18,130,206.29,21.02,27.54,79.38,1.606,158.62
17,142,387.42,22.54,34.33,63.35,3.481,672.99
5,73,6.53,21.28,20.49,89.58,2.206,3.62
5,238,8.18,17.62,17.55,88.68,1.263,4.76
19,183,26.83,17.87,18.6,87.65,3.042,10.14
12,28,576.02,30.55,48.5,33.84,3.573,931.43
8,304,354.16,27.51,38.24,57.46,0.156,563.21
5,155,7.96,18.21,17.82,91.42,3.166,0.0
0,329,0.0,23.58,23.14,93.47,2.346,0.0
20,270,21.18,23.23,23.32,96.08,2.156,0.0
23,285,0.0,22.4,22.81,98.34,2.496,17.41
12,7,528.11,34.26,51.06,33.2,3.701,575.31
18,250,174.22,20.12,26.15,72.25,1.286,134.38
8,359,247.8,28.84,36.02,65.88,0.946,188.4
13,259,752.85,27.82,50.59,33.01,3.438,529.93
10,182,895.66,23.16,50.51,33.89,1.604,571.91
1,168,0.0,13.39,14.3,90.56,1.762,6.26
5,58,0.66,22.72,23.06,89.88,1.047,0.0
8,264,383.05,25.44,37.11,55.63,4.401,622.32
19,244,39.47,21.07,22.27,83.79,0.916,86.6
3,47,12.99,23.89,23.29,100.0,1.142,0.0
10,79,674.78,26.81,49.14,42.48,2.33,1079.8
23,257,3.34,17.45,17.69,91.04,2.848,9.74
8,117,510.93,22.77,39.84,55.62,3.07,78.33
6,291,135.88,26.47,30.41,70.71,3.184,241.18
15,95,600.4,27.26,45.46,44.95,1.607,401.57
2,266,50.33,17.84,18.95,93.1,3.198,13.49
23,72,0.0,17.66,16.85,95.35,0.784,2.27
14,269,629.53,27.26,47.06,39.97,0.812,1027.67
11,46,612.78,27.09,46.29,40.28,1.899,685.74
0,98,0.0,17.67,16.91,98.68,2.165,9.31
17,150,375.34,18.45,29.78,71.73,3.188,85.65
17,128,337.57,19.9,30.97,64.04,3.475,576.04
16,68,382.0,28.11,39.71,57.28,6.091,450.95
2,46,0.0,23.32,23.36,92.2,0.882,14.12
1,312,29.5,21.12,20.88,93.31,3.954,30.18
6,216,210.33,19.12,26.15,74.94,4.37,269.53
13,312,568.22,34.91,52.2,33.72,1.072,584.61
15,62,487.19,27.41,41.65,50.04,1.689,331.0
15,163,721.15,23.12,46.85,49.66,3.93,510.77
11,160,1001.16,19.22,50.19,30.16,0.916,1652.27
15,240,621.42,24.7,44.27,46.04,0.982,405.56
1,113,21.79,15.4,15.95,97.13,3.91,35.15
20,348,5.37,26.15,26.35,89.59,2.319,18.8
13,73,704.57,30.15,51.93,37.18,1.601,1158.05
2,56,3.03,20.25,20.17,93.28,4.382,11.95
14,106,776.33,25.27,50.0,35.49,3.296,1254.89
1,130,0.0,14.98,14.77,94.94,3.982,10.28
15,268,547.34,28.53,45.6,42.57,2.914,388.71
16,96,442.84,25.42,39.32,55.08,2.443,739.29
0,99,12.66,16.54,16.31,99.59,3.351,7.19
10,92,677.81,26.19,48.54,42.38,3.537,1158.82
1,192,10.11,12.5,12.5,100.0,3.355,0.0
16,350,266.31,30.38,38.06,59.12,4.242,478.94
1,60,0.0,19.74,21.52,92.07,2.909,17.18
4,183,8.79,12.95,12.99,98.9,5.644,2.71
19,62,18.52,20.87,21.42,93.05,2.928,14.32
14,297,590.96,29.98,46.14,35.26,4.361,382.47
13,124,924.24,24.98,53.17,30.16,2.475,620.58
0,93,0.39,21.47,22.32,84.61,5.457,0.0
13,74,699.91,29.2,51.58,38.58,4.655,766.67
8,232,482.21,22.65,38.18,59.36,2.992,822.27
4,131,19.06,15.97,17.59,91.6,0.342,14.67
8,232,485.86,23.52,37.84,55.58,3.935,347.35
17,152,383.31,20.21,31.19,69.71,2.067,638.43
16,134,541.76,21.19,37.9,60.7,3.704,358.44
11,342,496.45,30.58,47.01,38.81,1.142,573.69
7,17,195.28,29.8,36.29,66.2,2.853,43.17
5,32,7.89,27.29,27.18,87.59,1.445,0.0
15,127,668.82,26.23,48.03,47.4,0.879,1119.0
16,335,279.88,29.07,38.08,64.11,3.33,175.69
17,328,201.95,30.24,38.01,62.71,5.14,346.57
1,156,0.0,13.17,12.39,91.43,2.228,0.0
1,159,13.1,13.81,14.59,95.11,2.63,29.68
19,231,6.79,20.25,21.19,90.18,4.583,0.0
4,311,38.47,22.08,22.69,94.55,2.478,33.88
14,205,844.09,22.89,48.87,40.44,2.873,941.49
15,139,717.71,23.8,44.45,42.25,0.95,1173.37
6,132,206.16,20.96,27.25,78.06,2.013,381.11
0,96,0.0,16.59,16.35,96.19,3.181,26.66
12,108,924.21,28.52,57.4,32.72,1.518,593.43
16,170,576.52,20.92,39.78,55.2,2.668,669.78
23,271,0.0,19.77,20.33,92.89,2.341,0.0
7,338,205.58,27.89,33.75,67.25,1.212,360.76
0,179,17.75,15.53,16.24,95.09,2.785,9.79
15,122,699.4,22.51,43.96,48.34,6.103,1153.6
21,361,27.27,24.15,23.54,93.46,4.539,22.06
4,74,14.52,18.1,17.12,96.14,4.276,52.79
19,251,5.3,20.0,19.96,88.55,4.011,4.28
7,45,217.91,26.48,32.44,64.47,2.552,259.96
22,274,0.0,17.26,17.61,95.76,2.547,4.62
7,281,261.24,28.69,36.3,62.29,3.976,281.62
4,160,3.54,16.2,16.37,97.31,1.833,32.22
0,146,17.23,14.79,14.76,99.86,2.583,18.56
16,307,313.82,27.55,37.64,56.4,0.195,232.42
23,115,32.09,15.04,16.2,94.84,3.082,9.89
2,148,8.03,16.08,16.24,93.05,4.192,5.74
8,276,374.4,26.44,38.86,52.66,5.297,435.37
8,273,341.1,28.51,38.56,59.0,4.111,224.14
17,207,356.32,20.13,32.47,64.15,5.756,600.18
10,128,812.44,22.49,48.73,38.8,1.637,128.31
0,233,11.7,19.83,20.82,97.32,3.487,13.13
2,76,0.0,20.46,21.01,92.13,2.553,38.41
9,9,353.91,29.63,40.32,47.84,4.658,596.03
19,133,21.91,17.2,17.28,90.46,4.694,4.84
11,253,800.83,26.09,50.32,36.15,1.655,527.03
19,133,19.02,19.38,19.36,86.67,3.645,0.0
14,344,460.66,32.25,45.82,45.28,0.186,767.22
21,58,13.19,21.93,21.76,95.68,3.274,13.05
9,126,652.13,25.59,47.45,44.99,1.47,1079.03
9,256,575.09,24.87,43.02,51.88,3.506,946.57
12,184,1049.29,22.29,56.35,28.0,2.581,1642.05
19,188,37.26,19.18,18.88,90.49,2.008,15.37
18,83,202.03,21.69,28.37,77.86,4.316,340.43
1,336,0.0,24.77,25.05,96.62,3.04,4.71
5,365,0.0,25.57,25.53,92.64,3.193,10.63
12,227,958.88,25.52,54.87,27.44,3.458,1499.19
18,120,196.76,18.94,26.73,73.73,1.443,375.72
1,299,3.39,18.58,18.88,93.81,5.113,10.17
11,26,555.03,30.0,48.19,35.83,2.386,919.83
18,307,130.69,26.49,30.21,78.97,1.137,89.53
21,283,11.79,22.51,23.6,92.51,4.74,4.55
16,48,318.62,26.64,37.21,59.79,1.722,562.42
5,153,0.0,16.96,16.03,86.83,3.584,0.0
7,294,234.4,25.01,32.13,73.16,2.513,411.52
1,264,20.81,19.31,19.56,96.46,0.872,10.03
13,326,525.26,34.65,51.61,35.6,6.136,873.11
19,106,9.67,19.83,19.26,93.65,4.855,0.0
15,144,717.12,24.95,46.65,41.77,3.289,799.04
2,109,0.0,16.55,15.6,94.69,3.074,0.0
18,295,144.07,28.21,32.79,82.56,3.459,18.91
15,81,558.04,24.55,40.73,43.99,1.389,920.97
0,236,7.91,15.45,15.99,100.0,2.245,19.0
20,118,10.18,17.0,16.61,91.64,2.991,0.0
14,106,758.26,26.13,50.79,43.85,2.806,1194.32
16,151,512.88,20.33,37.47,54.71,3.113,874.07
23,69,0.0,19.72,20.12,99.11,5.737,2.72
14,72,645.54,27.82,48.78,44.27,1.14,470.81
3,254,0.66,18.33,17.69,97.99,2.603,8.64
19,271,5.6,23.22,22.7,86.73,1.829,10.19
3,240,0.0,16.54,17.36,93.61,6.453,27.71
1,2,11.98,22.99,24.47,95.44,0.198,8.47
15,154,750.64,21.52,45.7,44.43,1.883,1220.57
11,43,605.21,32.99,53.2,42.26,2.154,376.07
17,219,332.32,19.56,30.01,68.12,1.813,598.66
6,96,189.95,21.78,27.77,75.42,2.619,126.32
