hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,voltage_V,current_A,power_W,condition
12,62,674.65,33.19,55.16,33.11,2.288,17.63,15.0,435.53,panel_failure
21,231,0.0,19.24,18.52,99.3,2.894,29.518,0.0,0.0,normal
19,105,0.0,22.49,21.59,84.64,2.29,29.13,0.9172,42.84,normal
5,29,3.57,24.69,25.8,87.29,0.865,28.22,0.5562,18.88,normal
6,124,267.01,23.24,30.95,72.8,2.359,30.59,10.5904,319.84,dirty_panels
18,38,124.61,26.57,31.0,77.37,0.899,3.538,7.3304,29.46,inverter_failure
19,39,4.11,24.95,24.8,92.8,3.196,27.957,0.376,20.77,dirty_panels
6,266,192.42,20.33,26.24,76.24,6.138,28.333,12.315,357.03,normal
0,184,33.84,14.6,16.52,94.9,1.9,28.635,1.9823,49.84,normal
10,146,881.37,21.27,48.92,38.38,1.241,31.021,15.0,624.36,partial_shading
14,71,618.54,28.85,47.76,39.48,2.859,27.814,15.0,1010.92,normal
10,282,608.59,27.25,45.84,41.82,4.733,29.202,14.621,425.77,partial_shading
22,232,0.58,18.39,18.02,95.75,1.978,28.223,0.0,0.0,normal
19,214,31.04,19.08,19.0,85.46,4.666,4.476,0.6547,14.88,inverter_failure
18,70,149.64,27.67,31.85,76.42,0.676,28.069,3.5172,110.48,partial_shading
0,46,14.72,20.28,21.53,96.06,6.798,28.937,0.0,12.96,normal
20,46,21.06,25.8,26.34,98.85,2.342,28.311,0.0,0.0,normal
18,10,117.21,25.32,29.16,81.88,3.15,28.652,8.2546,235.03,normal
9,354,369.31,32.0,43.98,56.14,3.676,15.802,15.0,247.1,panel_failure
14,135,875.22,22.44,48.46,38.08,1.932,18.842,15.0,591.46,panel_failure
19,241,12.88,19.46,20.83,87.66,2.792,2.833,0.0,6.67,inverter_failure
21,359,4.15,23.61,24.88,94.66,3.5,30.278,0.3529,9.91,partial_shading
13,342,483.93,31.36,48.39,38.48,2.733,31.526,15.0,803.03,normal
0,118,16.7,14.12,15.67,93.39,3.239,28.378,1.4227,45.63,dirty_panels
14,179,896.74,21.78,49.55,37.67,2.156,29.434,15.0,1425.15,normal
16,170,576.52,20.92,39.78,55.2,2.668,30.8,15.0,669.78,dirty_panels
1,13,18.98,25.34,25.82,91.02,1.635,29.453,1.3931,50.91,normal
19,281,0.0,23.95,23.89,92.21,1.252,5.016,0.1007,10.29,inverter_failure
4,210,0.0,16.78,17.22,89.26,5.379,30.972,0.6322,13.26,dirty_panels
21,136,9.95,13.11,14.14,94.33,4.239,17.123,0.0967,0.0,panel_failure
13,204,968.18,22.94,52.54,35.12,5.439,31.894,15.0,1029.05,dirty_panels
7,269,295.29,26.16,34.54,68.4,0.786,29.16,7.0949,211.27,partial_shading
1,6,13.89,24.31,24.93,93.72,5.991,29.377,0.9233,22.7,normal
0,236,7.91,15.45,15.99,100.0,2.245,29.578,0.5396,19.0,normal
17,315,202.56,29.89,35.8,66.53,5.851,29.948,11.4328,352.22,normal
9,266,501.22,26.13,42.22,41.76,1.69,30.798,11.6181,360.11,partial_shading
20,227,8.48,16.58,17.8,96.27,0.484,28.252,0.0744,7.49,partial_shading
5,34,0.0,26.33,27.23,83.72,2.767,27.847,0.0197,0.0,partial_shading
22,272,10.92,19.02,19.81,92.25,4.384,30.021,0.4341,0.46,dirty_panels
22,274,15.21,18.39,18.88,96.6,2.887,27.964,0.7164,16.69,normal
2,181,2.68,13.22,14.53,93.62,1.301,30.661,0.0351,7.16,normal
15,213,703.18,21.28,42.9,46.62,1.548,4.163,15.0,141.49,inverter_failure
22,226,0.97,14.67,15.38,91.53,1.293,28.419,0.01,12.47,partial_shading
7,45,232.13,29.14,37.89,70.02,4.113,29.075,13.3269,387.06,normal
1,94,2.59,18.24,18.86,89.93,2.832,27.259,0.0989,10.3,dirty_panels
21,290,8.03,23.06,22.6,98.82,0.499,27.28,0.572,5.86,normal
11,356,479.28,33.62,47.68,37.57,2.034,30.671,15.0,797.16,normal
0,99,12.66,16.54,16.31,99.59,3.351,27.08,0.1339,7.19,normal
20,147,0.0,13.65,14.18,92.48,2.214,31.32,0.0548,6.85,dirty_panels
16,335,279.88,29.07,38.08,64.11,3.33,29.261,6.4952,175.69,partial_shading
1,60,0.0,19.74,21.52,92.07,2.909,27.779,0.4101,17.18,partial_shading
6,96,197.64,20.91,27.09,71.81,1.869,29.594,11.192,348.11,normal
0,21,20.68,24.75,25.39,94.71,1.437,15.196,1.7405,29.11,panel_failure
22,86,1.81,19.26,18.49,98.67,3.413,28.471,0.528,16.32,normal
0,233,11.7,19.83,20.82,97.32,3.487,28.602,0.5834,13.13,normal
19,128,0.0,17.22,17.31,92.5,6.541,27.54,0.0,0.0,normal
12,359,548.08,35.38,51.15,39.32,1.822,29.25,15.0,871.64,normal
13,326,525.26,34.65,51.61,35.6,6.136,31.411,15.0,873.11,normal
19,327,0.0,26.1,25.56,91.26,2.012,28.997,0.383,14.38,partial_shading
21,266,10.25,20.34,20.37,95.11,3.006,29.222,0.7889,31.65,normal
3,257,20.12,20.32,20.33,92.87,0.407,28.013,0.0,0.0,normal
0,187,1.21,14.08,13.4,95.54,5.402,27.477,0.0,3.58,partial_shading
2,362,1.39,23.75,23.39,94.83,0.823,28.559,0.0164,0.58,normal
16,35,319.66,28.34,37.47,62.1,1.283,26.963,15.0,519.7,normal
13,264,752.38,24.37,47.63,33.23,3.076,16.1,15.0,514.48,panel_failure
2,52,0.0,21.48,20.73,93.31,3.104,27.548,0.0,3.84,partial_shading
5,124,23.21,17.55,17.46,86.83,4.142,26.779,0.0357,7.52,dirty_panels
12,94,833.22,25.26,50.47,38.27,2.492,31.106,15.0,1337.91,normal
17,220,344.09,21.85,33.16,63.8,2.637,29.365,15.0,610.3,normal
8,288,333.76,25.63,36.2,61.39,7.07,28.847,15.0,574.76,normal
22,30,14.59,23.3,24.38,91.82,2.436,29.483,0.6461,24.46,dirty_panels
23,220,0.0,14.65,16.06,96.52,3.135,27.156,0.2099,11.91,partial_shading
18,81,187.87,22.71,29.05,77.99,4.658,27.83,4.4888,125.81,partial_shading
10,29,490.46,31.2,46.33,46.29,4.643,30.864,15.0,768.76,normal
21,153,0.0,12.88,13.43,98.27,2.595,17.955,0.0,0.0,panel_failure
17,213,373.61,21.92,33.81,65.65,2.862,4.679,13.9781,50.84,inverter_failure
12,74,750.27,28.86,52.66,31.98,2.071,30.793,15.0,525.44,partial_shading
10,143,852.99,23.41,49.63,41.96,2.284,17.667,15.0,556.28,panel_failure
19,349,2.45,27.73,26.96,87.15,5.398,18.562,0.9702,34.18,panel_failure
13,127,907.85,23.31,52.49,25.69,2.874,30.854,15.0,607.74,partial_shading
4,364,0.0,21.65,21.63,89.42,3.975,30.173,0.2468,16.04,normal
23,305,0.0,22.04,23.18,90.13,0.755,29.23,0.2806,1.97,normal
1,136,9.95,15.96,16.91,96.66,1.305,29.775,0.0825,4.89,normal
16,211,533.11,21.02,36.91,61.29,1.64,28.931,15.0,582.43,dirty_panels
15,259,558.59,26.94,45.62,40.62,2.37,30.552,15.0,929.46,normal
14,170,884.64,24.3,50.24,33.97,0.982,29.912,15.0,1430.53,normal
1,149,0.0,16.09,17.54,95.27,1.04,28.94,0.0,0.0,partial_shading
11,121,894.4,23.81,50.96,37.32,2.736,31.218,15.0,1452.85,normal
21,51,0.0,19.61,19.99,92.64,2.966,28.269,0.0547,12.85,normal
5,10,0.0,24.72,25.04,90.83,3.727,27.783,0.4713,0.01,normal
16,123,491.49,21.95,38.04,54.43,5.153,30.139,11.6881,360.92,partial_shading
20,291,0.0,25.16,24.95,100.0,2.955,28.668,0.0,0.0,normal
22,86,0.09,16.72,15.11,95.43,3.534,28.936,0.0,0.0,normal
12,66,770.07,28.36,52.1,34.55,5.041,30.992,15.0,513.44,partial_shading
7,120,311.32,20.55,30.48,66.35,1.9,30.753,15.0,557.35,normal
16,219,507.22,21.49,35.65,53.72,3.169,19.338,15.0,324.67,panel_failure
11,79,728.81,27.98,50.74,38.14,2.58,30.786,15.0,806.62,dirty_panels
15,81,542.12,24.75,40.83,43.67,1.112,29.38,12.6908,373.52,partial_shading
17,42,219.0,29.32,36.69,61.63,1.425,28.893,5.3552,149.65,partial_shading
17,122,355.96,21.13,32.14,65.12,1.642,29.971,15.0,609.14,normal
5,80,0.45,25.78,27.25,91.51,1.438,28.437,0.0347,0.0,normal
18,304,140.13,24.8,28.96,76.17,5.533,29.529,8.5817,252.41,normal
13,331,508.03,34.83,51.34,38.98,1.382,17.407,15.0,344.75,panel_failure
22,136,13.15,16.28,16.12,91.34,3.479,30.729,0.3641,12.56,partial_shading
15,32,394.53,29.79,41.09,52.43,1.08,29.794,9.6977,305.31,partial_shading
21,32,0.56,22.52,22.37,96.96,4.762,28.928,0.0,0.0,normal
23,119,10.84,12.87,13.47,95.04,4.822,28.32,0.0,2.6,dirty_panels
23,170,5.53,10.95,11.66,95.38,5.686,30.73,0.6735,20.28,normal
17,193,370.81,19.93,31.23,61.23,3.568,28.284,9.5244,265.15,partial_shading
14,112,761.03,24.88,48.14,33.95,2.671,29.656,15.0,1272.09,normal
2,130,0.0,12.85,13.33,94.63,4.707,29.654,0.161,12.02,normal
9,104,624.12,28.18,48.01,47.43,4.382,30.288,15.0,702.48,dirty_panels
11,189,988.44,22.67,54.14,33.08,2.658,20.988,15.0,633.74,panel_failure
18,255,210.17,22.73,28.8,75.9,2.743,28.654,5.0354,155.64,partial_shading
14,16,495.15,30.96,44.96,44.6,3.339,29.486,15.0,826.32,normal
10,175,875.42,22.01,50.18,40.62,1.134,30.68,15.0,1430.17,normal
3,237,10.59,16.28,16.27,94.73,1.258,30.354,0.2084,16.79,normal
17,246,301.35,23.14,33.91,67.2,1.582,30.028,15.0,529.59,normal
10,206,867.16,23.22,50.11,36.17,0.93,31.543,15.0,969.47,dirty_panels
0,192,0.0,15.5,15.47,94.62,3.967,28.366,0.2745,0.8,normal
6,249,210.06,22.46,28.63,77.7,3.726,29.69,11.216,330.17,normal
21,139,3.52,16.24,16.05,99.98,1.489,27.262,1.0772,16.15,normal
2,208,6.85,14.92,14.66,97.63,1.559,28.997,0.3528,14.19,normal
9,117,647.75,24.12,44.24,48.03,5.003,30.211,15.0,1093.77,normal
12,160,1017.58,22.74,53.92,28.34,3.396,32.661,15.0,1088.64,dirty_panels
2,46,0.0,23.32,23.36,92.2,0.882,30.371,0.4988,14.12,normal
3,128,18.4,15.85,17.31,96.17,2.007,28.542,0.1568,0.0,normal
22,52,0.0,20.4,21.28,98.68,3.129,16.745,0.0828,0.77,panel_failure
14,83,674.38,26.93,48.4,44.66,3.739,4.691,15.0,101.74,inverter_failure
5,154,0.0,17.07,18.24,81.7,2.627,28.505,0.2684,9.1,normal
4,183,2.83,14.14,13.55,100.0,1.603,30.104,0.0891,12.96,normal
10,344,451.55,32.24,48.4,44.08,1.339,30.129,11.4552,341.8,partial_shading
17,10,212.58,28.46,34.51,70.6,2.889,29.727,11.4397,342.4,normal
17,328,201.95,30.24,38.01,62.71,5.14,30.013,11.3959,346.57,normal
4,120,0.17,17.12,18.61,94.29,2.677,27.806,0.2076,0.0,normal
17,265,304.82,27.43,35.49,68.91,3.279,28.691,15.0,525.28,normal
21,248,0.0,17.19,18.49,91.38,0.751,29.333,0.2365,3.09,normal
5,355,0.0,28.0,27.79,80.39,2.89,28.021,0.0865,5.87,partial_shading
0,40,0.0,19.36,18.94,96.01,2.342,27.274,0.0,0.0,normal
23,354,11.23,23.55,24.05,94.8,0.898,27.724,0.7903,13.39,normal
12,23,575.61,30.01,47.3,40.66,1.863,31.01,15.0,925.81,normal
18,321,120.58,26.05,30.28,77.67,2.907,28.672,7.5078,198.01,normal
7,239,316.99,23.07,32.83,65.66,5.409,29.695,15.0,573.4,normal
7,176,345.56,18.68,29.8,67.76,1.34,28.47,9.0316,260.93,partial_shading
5,146,0.0,16.35,17.36,92.16,2.495,29.179,0.0322,0.0,normal
5,35,0.0,24.82,25.11,86.93,1.982,28.53,0.2786,4.68,normal
11,293,622.11,31.39,50.47,39.74,1.937,30.484,15.0,988.65,normal
2,266,50.33,17.84,18.95,93.1,3.198,28.367,0.653,13.49,dirty_panels
20,343,32.49,25.49,25.4,94.59,6.676,29.366,1.5471,64.02,normal
12,267,776.86,27.75,51.32,35.4,2.801,29.821,15.0,1243.14,normal
21,350,0.0,25.61,25.29,97.54,3.776,28.72,0.005,0.0,normal
12,324,548.28,33.6,51.6,37.6,1.688,29.642,15.0,888.87,normal
7,156,399.17,17.04,29.28,61.97,1.739,29.59,15.0,668.84,normal
12,257,785.52,29.03,54.19,27.51,0.809,20.566,15.0,503.43,panel_failure
3,97,0.0,16.7,16.68,94.44,2.054,28.305,0.0,2.36,normal
19,291,23.57,24.65,24.73,91.65,7.111,28.723,1.3582,33.46,normal
17,223,325.02,20.0,31.39,67.36,4.388,19.596,11.6385,224.3,panel_failure
3,161,4.98,14.65,14.12,95.73,3.373,29.308,0.0,0.0,normal
13,230,905.78,28.97,57.18,32.78,1.234,30.509,15.0,1419.55,normal
12,102,888.72,26.4,53.99,32.64,2.574,29.684,15.0,969.94,dirty_panels
4,228,1.89,15.46,15.88,92.02,3.817,18.994,0.103,8.56,panel_failure
2,174,6.66,13.65,13.24,97.32,2.621,29.473,0.1224,15.92,partial_shading
18,118,249.01,18.14,26.01,79.14,2.033,27.92,10.6589,285.71,dirty_panels
6,357,169.29,30.5,36.23,76.68,3.798,4.402,8.4337,28.62,inverter_failure
12,24,565.42,32.61,51.11,37.79,4.239,18.034,15.0,362.19,panel_failure
5,277,7.93,21.6,21.72,83.91,2.672,28.608,0.0043,0.0,normal
15,77,571.5,25.49,42.56,47.44,1.27,27.716,15.0,917.1,normal
1,82,5.79,18.92,21.03,94.6,4.2,29.374,0.0,0.0,dirty_panels
8,57,335.12,29.13,38.87,61.24,2.288,29.289,15.0,572.66,normal
13,38,586.44,29.48,48.6,36.74,3.431,27.63,15.0,978.19,normal
10,46,560.28,31.89,49.62,43.9,3.929,5.546,15.0,102.84,inverter_failure
14,304,520.89,30.5,47.02,40.56,1.824,17.909,15.0,357.06,panel_failure
4,339,7.48,22.43,22.57,88.14,2.591,27.027,0.0,0.0,normal
10,214,825.94,22.96,48.02,36.8,1.053,31.399,15.0,1336.51,normal
18,6,119.01,30.76,34.9,78.76,2.762,29.231,5.2291,161.46,dirty_panels
8,316,316.89,27.6,37.86,58.14,2.28,30.119,15.0,530.68,normal
3,220,0.0,14.51,16.52,95.5,4.782,27.771,0.0945,10.35,dirty_panels
20,191,3.9,17.36,18.16,93.48,6.02,29.211,0.7579,28.66,normal
18,346,115.53,28.61,32.61,77.29,1.613,28.371,2.8676,79.63,partial_shading
16,150,514.27,19.91,36.79,51.23,2.828,29.66,15.0,593.86,dirty_panels
19,132,28.06,19.59,21.08,83.01,4.122,29.16,0.0065,0.0,normal
18,285,150.89,26.68,31.13,77.19,2.463,29.061,9.4318,277.78,normal
17,193,366.83,20.42,32.13,63.02,5.414,30.366,15.0,666.27,normal
12,262,786.34,26.97,49.87,36.56,3.846,30.496,15.0,1262.47,normal
0,254,5.49,17.52,17.94,88.45,2.233,28.337,0.3401,14.22,normal
14,307,514.36,31.25,48.15,42.76,2.578,30.684,15.0,860.9,normal
6,116,201.52,18.52,24.27,83.24,1.534,30.27,12.4771,390.43,normal
18,27,164.34,29.32,35.41,77.04,0.474,29.209,9.8802,282.01,normal
11,175,1039.09,25.41,57.24,30.65,1.998,32.208,15.0,1110.75,dirty_panels
21,237,23.98,16.86,17.54,95.83,3.914,17.182,1.3483,23.96,panel_failure
14,299,534.36,30.83,47.36,43.31,2.126,29.724,15.0,885.32,normal
13,98,843.06,28.17,55.56,32.39,2.562,30.481,15.0,1326.6,normal
22,273,24.22,22.03,21.79,91.78,1.329,28.696,0.4471,6.21,partial_shading
11,304,604.33,33.41,52.53,39.08,0.766,29.699,15.0,663.18,dirty_panels
9,296,449.7,26.76,41.18,42.88,3.949,28.971,15.0,744.84,normal
8,295,356.13,27.87,39.48,59.63,2.08,28.522,15.0,594.06,normal
21,361,4.53,25.12,25.57,93.82,2.043,28.911,0.5856,19.71,normal
18,242,207.69,20.81,27.77,76.94,1.381,30.408,7.6171,229.41,dirty_panels
3,136,7.08,17.6,17.19,93.42,0.546,29.614,0.3695,0.0,partial_shading
11,160,1016.66,25.4,58.3,35.3,2.641,20.054,15.0,636.12,panel_failure
8,273,367.35,25.35,37.24,57.5,4.458,30.815,15.0,628.21,normal
15,87,566.66,25.91,43.6,45.71,2.837,29.963,15.0,966.21,normal
1,221,4.22,14.55,15.67,93.9,3.708,27.818,0.0336,14.98,dirty_panels
17,210,365.55,20.34,31.17,65.07,3.977,29.174,15.0,616.4,normal
17,244,320.84,22.64,32.69,73.42,1.675,29.367,12.8607,382.63,dirty_panels
5,154,16.38,18.67,18.5,84.93,2.826,28.311,0.0,0.0,partial_shading
3,271,0.0,18.33,20.22,98.25,2.283,29.41,0.0571,0.0,normal
15,27,386.02,26.76,40.31,51.28,4.397,4.605,12.736,51.63,inverter_failure
6,274,171.84,21.85,27.35,81.94,4.646,15.373,7.5979,123.71,panel_failure
22,297,10.55,19.46,19.85,96.89,3.734,28.655,0.0005,11.12,normal
18,324,120.16,26.68,30.09,78.37,5.008,26.115,3.4416,90.8,partial_shading
22,337,0.0,23.31,23.05,98.06,2.103,28.708,0.0374,7.67,partial_shading
12,128,977.07,22.75,53.54,30.95,2.708,30.662,15.0,1573.6,normal
22,17,0.0,20.89,20.86,97.26,2.035,30.576,0.0,0.0,dirty_panels
0,239,0.0,15.58,14.44,99.28,3.963,30.276,0.0,11.31,normal
6,33,123.48,25.32,29.62,78.31,0.51,29.995,7.5501,220.13,normal
0,103,16.03,16.3,16.82,93.46,1.227,16.359,0.3373,0.0,panel_failure
16,257,413.08,24.31,37.6,54.3,3.306,28.618,15.0,723.57,normal
12,218,955.99,25.52,55.76,31.81,1.646,29.643,15.0,1544.22,normal
6,222,232.15,18.59,25.7,73.82,1.201,30.799,13.6612,415.14,normal
7,275,277.55,25.07,34.38,65.74,5.257,28.443,15.0,465.32,normal
15,61,497.27,27.54,43.57,44.85,3.026,29.415,11.3868,333.1,partial_shading
4,289,0.0,22.36,23.4,96.53,0.214,27.9,0.0,1.49,normal
12,215,987.35,24.08,55.93,27.63,4.182,29.556,15.0,681.4,partial_shading
14,154,900.33,24.22,51.91,32.47,3.202,30.914,15.0,986.72,dirty_panels
5,170,36.59,15.27,16.89,85.17,0.967,29.027,1.0935,22.47,partial_shading
5,186,2.68,17.07,15.58,87.35,3.391,4.137,0.8017,11.04,inverter_failure
8,201,504.86,20.49,37.79,53.51,1.961,5.413,13.8889,77.21,inverter_failure
14,122,818.48,22.31,47.96,38.23,2.769,30.684,15.0,1336.15,normal
6,82,180.35,23.13,30.34,76.84,3.217,29.084,10.7002,316.27,normal
9,62,498.36,30.88,45.77,48.9,1.583,29.394,15.0,839.36,normal
13,125,952.43,23.12,51.85,33.35,3.568,31.298,15.0,1507.38,normal
4,96,8.17,17.51,17.79,97.22,1.746,27.357,0.0915,1.23,normal
13,189,1005.23,21.09,52.42,25.56,3.086,30.192,15.0,1599.98,normal
3,333,0.89,21.47,21.97,91.5,3.426,29.334,0.04,0.0,dirty_panels
3,40,2.08,21.05,21.19,96.66,1.252,19.237,0.0538,1.32,panel_failure
5,113,0.0,18.69,18.22,89.69,2.25,29.113,0.0,16.29,normal
6,18,139.45,27.14,30.51,80.78,0.427,27.941,8.8645,241.51,normal
0,356,17.25,23.66,24.46,90.08,3.061,28.014,1.084,36.83,normal
23,256,22.45,14.21,13.76,93.33,1.659,27.05,0.8205,22.66,normal
7,89,293.74,22.96,31.13,65.63,4.205,17.251,11.9056,224.94,panel_failure
19,152,5.62,18.05,17.76,89.56,3.706,28.324,0.5253,17.06,normal
21,264,0.0,17.42,17.75,95.11,1.302,29.25,0.0,0.0,normal
19,350,0.0,26.45,27.94,90.47,4.629,18.58,0.0241,6.99,panel_failure
19,210,0.0,18.47,19.21,88.71,2.386,29.96,0.1688,7.47,normal
2,99,5.77,16.28,17.36,99.12,0.979,28.407,0.2096,14.2,normal
8,255,425.72,25.55,39.44,61.14,0.753,27.538,15.0,745.77,normal
17,251,267.81,21.28,30.55,63.27,3.198,29.72,7.1905,204.43,partial_shading
13,236,856.02,26.92,55.39,33.57,2.98,29.423,15.0,572.62,partial_shading
0,17,10.58,24.0,23.58,97.12,1.145,28.963,0.8793,27.4,normal
13,258,765.82,27.48,51.05,36.49,1.977,28.043,15.0,521.9,partial_shading
19,8,0.0,28.44,28.18,87.84,0.962,15.373,0.0463,2.39,panel_failure
19,331,14.44,26.1,27.22,89.61,1.288,29.531,0.0507,0.0,partial_shading
9,322,381.06,30.0,41.93,44.43,4.295,30.191,15.0,683.74,normal
5,206,11.64,19.89,20.84,88.82,4.126,28.573,0.8631,30.29,partial_shading
7,236,323.86,25.1,35.89,61.59,4.577,29.411,8.4535,256.07,partial_shading
7,25,206.63,27.66,35.06,69.21,3.506,5.946,6.3171,42.94,inverter_failure
8,320,323.61,29.71,40.22,54.39,1.873,29.136,12.1445,347.51,dirty_panels
7,99,318.48,24.63,35.76,66.64,1.538,30.066,8.2322,235.62,partial_shading
10,96,697.14,25.99,47.8,40.16,1.317,29.448,15.0,490.43,partial_shading
0,259,0.0,19.53,19.92,95.23,4.313,4.207,0.0,3.34,inverter_failure
6,343,139.88,29.41,32.99,76.12,1.154,27.485,5.9561,166.51,dirty_panels
7,181,364.3,18.82,29.59,64.79,2.609,17.458,14.7264,269.44,panel_failure
3,186,36.72,14.77,16.86,98.18,1.905,28.529,1.3576,24.37,normal
21,201,10.27,15.0,14.39,93.73,0.922,16.982,0.0115,14.88,panel_failure
16,107,482.69,21.73,36.93,55.5,3.965,30.564,15.0,537.52,dirty_panels
21,218,24.95,14.4,15.33,93.08,3.05,28.733,0.7284,27.08,normal
13,351,496.66,31.86,48.42,41.73,4.686,29.007,15.0,805.99,normal
2,140,3.08,16.13,14.97,95.19,2.928,29.643,0.4055,8.96,partial_shading
21,283,11.79,22.51,23.6,92.51,4.74,28.431,0.6127,4.55,partial_shading
10,283,579.44,30.2,48.04,41.12,2.236,3.813,15.0,79.76,inverter_failure
16,311,305.41,30.06,39.16,57.19,1.552,18.126,11.9795,220.24,panel_failure
9,265,550.33,27.46,44.53,51.14,1.891,15.629,15.0,372.65,panel_failure
11,337,530.18,33.04,49.95,38.31,1.664,32.798,15.0,841.26,normal
11,261,785.04,28.27,53.43,30.23,5.089,29.875,15.0,1238.75,normal
6,357,91.99,29.04,31.99,80.04,2.923,26.924,4.4477,125.23,dirty_panels
13,262,732.72,25.64,47.78,40.51,2.858,31.972,15.0,1223.39,normal
17,306,240.83,26.77,33.22,71.05,3.761,29.153,13.8866,409.04,normal
0,325,14.56,21.83,22.8,91.5,1.215,3.951,3.1829,16.58,inverter_failure
3,359,3.83,25.65,24.69,94.19,1.804,29.127,0.0451,0.0,normal
20,218,7.98,19.63,19.73,94.82,1.085,17.479,0.6637,15.72,panel_failure
13,260,762.96,24.32,50.74,34.42,1.983,28.141,15.0,535.28,partial_shading
23,353,0.0,24.65,25.0,96.14,0.685,30.699,0.0224,6.49,normal
14,139,843.89,23.32,50.32,35.96,5.526,28.875,15.0,936.06,dirty_panels
15,44,443.38,31.17,44.14,45.89,2.927,31.265,15.0,728.69,normal
21,323,5.34,24.44,23.94,97.65,3.758,19.158,1.073,11.0,panel_failure
15,231,615.26,26.22,46.3,42.52,7.136,30.168,15.0,1036.13,normal
7,157,369.76,20.08,31.51,62.95,1.689,29.022,15.0,433.59,dirty_panels
12,262,800.56,25.85,51.4,29.77,1.671,32.634,15.0,1273.67,normal
5,12,0.0,26.47,26.77,90.8,2.473,16.439,1.0431,12.59,panel_failure
8,175,524.02,21.52,41.26,54.63,2.713,29.173,15.0,634.84,dirty_panels
16,97,453.88,24.04,37.41,58.56,2.02,19.384,15.0,293.23,panel_failure
3,106,5.95,17.88,18.76,92.36,1.787,19.718,0.0,0.0,panel_failure
16,354,261.77,30.64,38.33,54.76,0.77,4.622,5.936,19.1,inverter_failure
14,201,847.71,22.12,49.85,35.45,2.707,30.409,15.0,1386.72,normal
7,52,212.52,25.35,32.47,67.17,4.601,29.865,5.3123,165.53,partial_shading
1,134,0.0,14.44,13.8,95.63,1.293,30.626,0.0,0.0,normal
16,89,450.38,25.34,38.83,50.9,3.944,31.704,9.9676,316.74,partial_shading
19,332,10.83,23.69,24.94,90.42,3.152,26.966,0.0,0.0,partial_shading
17,107,323.45,21.25,32.71,63.25,0.457,30.458,15.0,590.75,normal
10,131,830.9,20.61,46.08,35.04,3.069,4.239,15.0,131.77,inverter_failure
15,122,699.4,22.51,43.96,48.34,6.103,29.204,15.0,1153.6,normal
9,65,481.15,29.83,46.44,41.42,4.206,29.179,11.3865,319.33,partial_shading
8,285,329.56,25.79,36.23,58.43,1.467,28.815,15.0,561.02,normal
7,211,352.07,21.74,32.65,66.76,2.919,28.362,15.0,611.94,normal
5,160,0.0,21.38,22.22,86.6,2.189,26.422,0.3792,13.86,normal
23,145,0.0,15.02,14.1,93.66,0.6,20.42,0.4919,0.0,panel_failure
15,244,611.22,25.26,43.57,49.83,2.458,30.859,13.8861,430.83,partial_shading
4,36,8.93,23.77,24.19,100.0,3.667,28.77,1.1478,18.94,normal
20,341,33.93,23.48,25.18,97.85,4.009,27.827,1.326,46.59,normal
3,207,0.0,12.52,13.6,100.0,1.878,17.639,0.0107,7.6,panel_failure
14,84,712.87,27.17,50.08,36.91,1.415,30.112,15.0,1172.52,normal
3,197,0.0,15.05,15.02,90.26,1.404,28.174,0.0,0.0,partial_shading
8,311,262.41,31.05,40.88,58.06,5.299,27.675,15.0,483.04,normal
15,64,505.99,27.26,43.14,50.02,3.519,16.512,15.0,333.75,panel_failure
23,192,6.62,12.89,13.4,89.44,4.671,28.415,0.2264,3.2,partial_shading
23,219,0.0,14.1,14.86,92.22,1.517,29.01,0.0,3.18,normal
21,296,2.56,21.87,23.46,92.44,2.26,17.693,0.0676,0.0,panel_failure
5,208,0.0,17.82,17.85,90.13,0.874,29.385,0.2121,6.0,partial_shading
2,269,4.48,18.21,18.02,95.68,0.606,28.967,0.1484,0.0,dirty_panels
21,283,0.0,21.48,22.53,92.67,3.765,28.444,0.0583,0.0,normal
22,326,0.19,22.96,24.07,95.54,0.351,2.858,0.0,11.42,inverter_failure
6,132,243.17,18.81,26.07,72.92,1.385,30.186,9.9982,312.16,dirty_panels
0,257,0.0,19.46,18.72,93.72,1.035,30.297,0.2575,12.85,dirty_panels
15,91,578.96,27.36,46.0,42.98,2.217,20.63,15.0,356.03,panel_failure
1,309,0.0,23.56,22.4,94.55,3.076,29.862,0.0,0.0,normal
0,348,5.87,22.41,21.21,92.6,5.356,27.162,0.4714,9.75,partial_shading
22,108,16.54,16.15,16.21,96.98,1.356,29.776,0.0592,0.0,normal
11,205,972.43,22.27,52.77,31.51,2.738,30.107,15.0,631.06,partial_shading
2,301,0.51,22.17,21.38,94.32,1.634,29.592,0.0,1.05,normal
15,10,346.07,30.02,40.86,55.43,3.52,20.625,11.3294,226.34,panel_failure
8,258,425.38,27.21,40.8,57.22,1.342,29.836,10.1258,306.36,partial_shading
12,300,603.0,32.13,51.11,34.61,0.34,29.99,14.3726,433.99,partial_shading
21,318,8.25,25.17,27.02,93.09,1.442,28.722,1.0537,28.53,dirty_panels
5,72,13.74,24.33,24.65,85.52,1.877,28.329,0.0,0.0,normal
15,277,492.7,27.46,43.55,47.73,0.929,5.676,13.6027,81.19,inverter_failure
19,287,2.94,23.35,22.33,89.95,1.728,28.697,0.0,5.6,normal
